date,facility,state,region,service_area,class,air_carrier,air_taxi,general_aviation,military_itinerant,total_itinerant,civil,military_local,total_local,total_operations
11/10/2014,ORD,IL,AGL,CT,Towers with Radar,1648,925,18,0,2591,0,0,0,2591
11/11/2014,MDW,IL,AGL,CT,Towers with Radar,521,84,135,1,741,0,0,0,741
11/11/2014,ORD,IL,AGL,CT,Towers with Radar,1626,931,20,0,2577,0,0,0,2577
11/12/2014,MDW,IL,AGL,CT,Towers with Radar,530,87,125,10,752,0,0,0,752
11/12/2014,ORD,IL,AGL,CT,Towers with Radar,1617,933,37,0,2587,0,0,0,2587
11/13/2014,MDW,IL,AGL,CT,Towers with Radar,533,82,148,15,778,0,0,0,778
11/13/2014,ORD,IL,AGL,CT,Towers with Radar,1691,949,30,0,2670,0,0,0,2670
11/14/2014,MDW,IL,AGL,CT,Towers with Radar,535,77,99,5,716,0,0,0,716
11/14/2014,ORD,IL,AGL,CT,Towers with Radar,1672,944,25,0,2641,0,0,0,2641
11/15/2014,MDW,IL,AGL,CT,Towers with Radar,430,35,58,0,523,0,0,0,523
11/15/2014,ORD,IL,AGL,CT,Towers with Radar,1270,671,17,0,1958,0,0,0,1958
11/16/2014,MDW,IL,AGL,CT,Towers with Radar,478,77,111,3,669,0,0,0,669
11/16/2014,ORD,IL,AGL,CT,Towers with Radar,1517,819,27,0,2363,0,0,0,2363
11/17/2014,MDW,IL,AGL,CT,Towers with Radar,521,72,86,2,681,0,0,0,681
11/17/2014,ORD,IL,AGL,CT,Towers with Radar,1582,873,29,0,2484,0,0,0,2484
11/18/2014,MDW,IL,AGL,CT,Towers with Radar,522,90,125,15,752,0,0,0,752
11/18/2014,ORD,IL,AGL,CT,Towers with Radar,1611,924,29,0,2564,0,0,0,2564
11/19/2014,MDW,IL,AGL,CT,Towers with Radar,505,115,141,8,769,0,0,0,769
11/19/2014,ORD,IL,AGL,CT,Towers with Radar,1603,923,33,0,2559,0,0,0,2559
11/20/2014,MDW,IL,AGL,CT,Towers with Radar,526,96,167,9,798,0,0,0,798
11/20/2014,ORD,IL,AGL,CT,Towers with Radar,1661,956,24,2,2643,0,0,0,2643
11/21/2014,MDW,IL,AGL,CT,Towers with Radar,528,92,96,1,717,0,0,0,717
11/21/2014,ORD,IL,AGL,CT,Towers with Radar,1669,965,19,2,2655,0,0,0,2655
11/22/2014,MDW,IL,AGL,CT,Towers with Radar,427,39,55,0,521,0,0,0,521
11/22/2014,ORD,IL,AGL,CT,Towers with Radar,1271,683,11,4,1969,0,0,0,1969
11/23/2014,MDW,IL,AGL,CT,Towers with Radar,470,46,59,0,575,0,0,0,575
11/23/2014,ORD,IL,AGL,CT,Towers with Radar,1504,832,4,1,2341,0,0,0,2341
11/24/2014,MDW,IL,AGL,CT,Towers with Radar,515,53,43,0,611,0,0,0,611
11/24/2014,ORD,IL,AGL,CT,Towers with Radar,1299,673,9,1,1982,0,0,0,1982
11/25/2014,MDW,IL,AGL,CT,Towers with Radar,569,77,71,10,727,0,0,0,727
11/25/2014,ORD,IL,AGL,CT,Towers with Radar,1529,899,36,1,2465,0,0,0,2465
11/26/2014,MDW,IL,AGL,CT,Towers with Radar,574,73,70,2,719,0,0,0,719
11/26/2014,ORD,IL,AGL,CT,Towers with Radar,1596,955,9,3,2563,0,0,0,2563
11/27/2014,MDW,IL,AGL,CT,Towers with Radar,350,26,21,0,397,0,0,0,397
11/27/2014,ORD,IL,AGL,CT,Towers with Radar,984,571,4,0,1559,0,0,0,1559
11/28/2014,MDW,IL,AGL,CT,Towers with Radar,413,28,49,1,491,0,0,0,491
11/28/2014,ORD,IL,AGL,CT,Towers with Radar,1219,678,0,1,1898,0,0,0,1898
11/29/2014,MDW,IL,AGL,CT,Towers with Radar,489,57,68,0,614,0,0,0,614
11/29/2014,ORD,IL,AGL,CT,Towers with Radar,1476,845,5,0,2326,0,0,0,2326
11/30/2014,MDW,IL,AGL,CT,Towers with Radar,584,89,90,0,763,0,0,0,763
11/30/2014,ORD,IL,AGL,CT,Towers with Radar,1679,974,7,0,2660,0,0,0,2660
12/01/2014,MDW,IL,AGL,CT,Towers with Radar,588,81,114,1,784,0,0,0,784
12/01/2014,ORD,IL,AGL,CT,Towers with Radar,1734,997,14,0,2745,0,0,0,2745
12/02/2014,MDW,IL,AGL,CT,Towers with Radar,528,104,108,10,750,0,0,0,750
12/02/2014,ORD,IL,AGL,CT,Towers with Radar,1603,897,13,0,2513,0,0,0,2513
12/03/2014,MDW,IL,AGL,CT,Towers with Radar,533,95,148,2,778,0,0,0,778
12/03/2014,ORD,IL,AGL,CT,Towers with Radar,1591,884,8,0,2483,0,0,0,2483
12/04/2014,MDW,IL,AGL,CT,Towers with Radar,528,99,160,10,797,0,0,0,797
12/04/2014,ORD,IL,AGL,CT,Towers with Radar,1636,888,19,0,2543,0,0,0,2543
12/05/2014,MDW,IL,AGL,CT,Towers with Radar,530,85,104,6,725,0,0,0,725
12/05/2014,ORD,IL,AGL,CT,Towers with Radar,1610,867,9,0,2486,0,0,0,2486
12/06/2014,MDW,IL,AGL,CT,Towers with Radar,434,27,54,8,523,0,0,0,523
12/06/2014,ORD,IL,AGL,CT,Towers with Radar,1222,579,16,0,1817,0,0,0,1817
12/07/2014,MDW,IL,AGL,CT,Towers with Radar,485,67,115,0,667,0,0,0,667
12/07/2014,ORD,IL,AGL,CT,Towers with Radar,1479,786,22,0,2287,0,0,0,2287
12/08/2014,MDW,IL,AGL,CT,Towers with Radar,527,67,93,0,687,0,0,0,687
12/08/2014,ORD,IL,AGL,CT,Towers with Radar,1585,870,25,0,2480,0,0,0,2480
12/09/2014,MDW,IL,AGL,CT,Towers with Radar,521,74,106,4,705,0,0,0,705
12/09/2014,ORD,IL,AGL,CT,Towers with Radar,1552,869,15,0,2436,0,0,0,2436
12/10/2014,MDW,IL,AGL,CT,Towers with Radar,530,84,135,11,760,0,0,0,760
12/10/2014,ORD,IL,AGL,CT,Towers with Radar,1559,861,10,0,2430,0,0,0,2430
12/11/2014,MDW,IL,AGL,CT,Towers with Radar,531,79,166,6,782,0,0,0,782
12/11/2014,ORD,IL,AGL,CT,Towers with Radar,1630,865,20,0,2515,0,0,0,2515
12/12/2014,MDW,IL,AGL,CT,Towers with Radar,534,60,91,1,686,0,0,0,686
12/12/2014,ORD,IL,AGL,CT,Towers with Radar,1646,870,17,0,2533,0,0,0,2533
12/13/2014,MDW,IL,AGL,CT,Towers with Radar,433,24,48,0,505,0,0,0,505
12/13/2014,ORD,IL,AGL,CT,Towers with Radar,1220,599,5,0,1824,0,0,0,1824
12/14/2014,MDW,IL,AGL,CT,Towers with Radar,478,58,69,0,605,0,0,0,605
12/14/2014,ORD,IL,AGL,CT,Towers with Radar,1488,732,5,0,2225,0,0,0,2225
12/15/2014,MDW,IL,AGL,CT,Towers with Radar,535,72,100,0,707,0,0,0,707
12/15/2014,ORD,IL,AGL,CT,Towers with Radar,1657,838,28,0,2523,0,0,0,2523
12/16/2014,MDW,IL,AGL,CT,Towers with Radar,500,79,115,6,700,0,0,0,700
12/16/2014,ORD,IL,AGL,CT,Towers with Radar,1586,856,9,0,2451,0,0,0,2451
12/17/2014,MDW,IL,AGL,CT,Towers with Radar,523,98,123,8,752,0,0,0,752
12/17/2014,ORD,IL,AGL,CT,Towers with Radar,1623,858,18,1,2500,0,0,0,2500
12/18/2014,MDW,IL,AGL,CT,Towers with Radar,519,103,105,9,736,0,0,0,736
12/18/2014,ORD,IL,AGL,CT,Towers with Radar,1580,875,27,0,2482,0,0,0,2482
12/19/2014,MDW,IL,AGL,CT,Towers with Radar,523,71,117,9,720,0,0,0,720
12/19/2014,ORD,IL,AGL,CT,Towers with Radar,1605,893,20,0,2518,0,0,0,2518
12/20/2014,MDW,IL,AGL,CT,Towers with Radar,484,52,68,0,604,0,0,0,604
12/20/2014,ORD,IL,AGL,CT,Towers with Radar,1478,772,5,0,2255,0,0,0,2255
12/21/2014,MDW,IL,AGL,CT,Towers with Radar,461,61,83,0,605,0,0,0,605
12/21/2014,ORD,IL,AGL,CT,Towers with Radar,1487,832,5,0,2324,0,0,0,2324
12/22/2014,MDW,IL,AGL,CT,Towers with Radar,498,49,64,1,612,0,0,0,612
12/22/2014,ORD,IL,AGL,CT,Towers with Radar,1531,848,2,0,2381,0,0,0,2381
12/23/2014,MDW,IL,AGL,CT,Towers with Radar,494,55,58,0,607,0,0,0,607
12/23/2014,ORD,IL,AGL,CT,Towers with Radar,1509,839,4,0,2352,0,0,0,2352
12/24/2014,MDW,IL,AGL,CT,Towers with Radar,416,32,23,0,471,0,0,0,471
12/24/2014,ORD,IL,AGL,CT,Towers with Radar,1257,583,4,0,1844,0,0,0,1844
12/25/2014,MDW,IL,AGL,CT,Towers with Radar,403,33,23,0,459,0,0,0,459
12/25/2014,ORD,IL,AGL,CT,Towers with Radar,1197,569,1,0,1767,0,0,0,1767
12/26/2014,MDW,IL,AGL,CT,Towers with Radar,496,64,73,0,633,0,0,0,633
12/26/2014,ORD,IL,AGL,CT,Towers with Radar,1403,817,9,0,2229,0,0,0,2229
12/27/2014,MDW,IL,AGL,CT,Towers with Radar,480,56,33,0,569,0,0,0,569
12/27/2014,ORD,IL,AGL,CT,Towers with Radar,1391,770,6,0,2167,0,0,0,2167
12/28/2014,MDW,IL,AGL,CT,Towers with Radar,486,58,64,0,608,0,0,0,608
12/28/2014,ORD,IL,AGL,CT,Towers with Radar,1453,835,6,0,2294,0,0,0,2294
12/29/2014,MDW,IL,AGL,CT,Towers with Radar,510,34,44,0,588,0,0,0,588
12/29/2014,ORD,IL,AGL,CT,Towers with Radar,1499,853,5,1,2358,0,0,0,2358
12/30/2014,MDW,IL,AGL,CT,Towers with Radar,496,46,36,2,580,0,0,0,580
12/30/2014,ORD,IL,AGL,CT,Towers with Radar,1486,849,2,0,2337,0,0,0,2337
12/31/2014,MDW,IL,AGL,CT,Towers with Radar,390,33,29,8,460,0,0,0,460
12/31/2014,ORD,IL,AGL,CT,Towers with Radar,1329,693,2,0,2024,0,0,0,2024
Total:,,,,,,733891,352228,43042,2024,1131185,0,0,0,1131185
,,,,,,,,,,,,,,
Report created on Tue Nov 24 10:13:02 EST 2015,,,,,,,,,,,,,,
Sources: Air Traffic Activity System (ATADS),,,,,,,,,,,,,,
