recv_zip,60290,60601,60602,60603,60604,60605,60606,60607,60608,60609,60610,60611,60612,60613,60614,60615,60616,60617,60618,60619,60620,60621,60622,60623,60624,60625,60626,60628,60629,60630,60631,60632,60633,60634,60636,60637,60638,60639,60640,60641,60642,60643,60644,60645,60646,60647,60649,60651,60652,60653,60654,60655,60656,60657,60659,60660,60661,60664,60666,60668,60669,60670,60673,60674,60675,60677,60678,60680,60681,60682,60684,60685,60686,60687,60688,60689,60690,60691,60693,60694,60695,60696,60697,60699,60701
60622,1.85,3.4,0.93,0.53,0.85,2.28,1.41,1.98,2.31,0.58,3.87,2.84,1.31,5.02,6.62,1.65,1.68,0.31,4.22,0.21,0.22,0.14,6.28,0.5,0.16,3.06,2.24,0.17,0.61,0.9,0.55,0.63,0.05,0.89,0.13,0.82,0.56,0.64,4.61,1.51,2.04,0.22,0.2,0.62,0.35,9.03,0.18,0.49,0.24,0.23,1.64,0.24,0.44,8.19,0.62,2.63,1.04,0.25,0.21,0.06,0.06,0.33,0.39,0.05,0.03,0.08,0.09,0.36,0.01,0.16,0.17,0.07,0.1,0.07,0.01,0.11,0.11,0,0.02,0.12,0.12,0.01,0.02,0.02,0.05
60623,2.16,3.32,1.01,0.64,1.01,2.25,1.17,2.07,2.96,1.11,2.57,1.99,1.38,3.61,4.58,2.09,2.07,0.88,3.52,0.88,0.93,0.53,3.91,1.31,0.46,2.93,2.43,0.66,1.76,1.24,0.7,1.7,0.14,1.37,0.46,1.22,1.18,1.53,3.72,2.03,1.23,0.55,0.69,0.9,0.43,6.46,0.67,1.03,0.76,0.66,0.99,0.4,0.66,5.07,0.87,2.53,0.71,0.33,0.25,0.1,0.07,0.35,0.31,0.09,0.02,0.1,0.07,0.48,0.01,0.4,0.25,0.08,0.23,0.05,0.02,0.11,0.16,0.01,0.02,0.11,0.17,0.02,0.04,0.01,0.06
60624,1.51,2.8,0.84,0.63,0.89,2.17,1.28,1.84,2.57,0.99,2.44,2,1.65,3.56,4.14,2.48,2.02,0.88,3.48,1.53,1.66,0.78,3.89,1.29,0.87,2.92,2.54,0.94,1.45,1.01,0.56,1.11,0.14,1.27,0.75,1.52,0.69,1.64,3.65,1.99,1.13,0.97,1.15,0.86,0.37,6.39,1.14,1.58,0.81,1.09,0.97,0.39,0.59,4.79,0.86,2.49,0.65,0.29,0.16,0.03,0.05,0.23,0.24,0.06,0.03,0.09,0.1,0.52,0.01,0.34,0.21,0.1,0.24,0.03,0.02,0.12,0.14,0.02,0.02,0.12,0.16,0.02,0.01,0.02,0.05
60625,1.86,3.25,0.93,0.53,0.91,2.15,1.3,1.87,2.27,0.68,3.43,2.45,1.18,4.94,5.96,1.64,1.66,0.39,4.48,0.27,0.28,0.17,5.12,0.57,0.19,3.8,2.72,0.19,0.79,1.2,0.65,0.81,0.06,1.13,0.17,0.8,0.67,0.95,5.06,1.94,1.64,0.26,0.21,0.89,0.45,7.97,0.25,0.59,0.31,0.25,1.34,0.28,0.58,7.62,0.85,3.11,0.89,0.25,0.22,0.06,0.05,0.3,0.35,0.06,0.03,0.09,0.09,0.37,0.01,0.21,0.17,0.09,0.1,0.05,0.01,0.1,0.11,0.01,0.02,0.1,0.11,0.01,0.03,0.01,0.06
60626,1.47,2.88,0.87,0.48,0.79,2.09,1.18,1.8,2.2,0.67,3.05,2.36,1.18,5.2,5.47,1.95,1.72,0.39,4.16,0.47,0.46,0.23,4.8,0.55,0.25,3.72,3.64,0.31,0.69,1.07,0.62,0.7,0.08,0.97,0.21,1,0.53,0.84,5.77,1.73,1.51,0.34,0.33,1,0.43,7.69,0.41,0.62,0.3,0.45,1.18,0.27,0.51,7.71,0.86,3.89,0.91,0.24,0.21,0.05,0.04,0.31,0.33,0.06,0.04,0.1,0.08,0.32,0.01,0.2,0.17,0.07,0.12,0.05,0.01,0.1,0.12,0.01,0.01,0.09,0.14,0.01,0.03,0.01,0.06
60628,1.25,2.96,0.88,0.63,0.92,1.99,1.21,1.66,1.93,1.31,2.26,1.83,1.64,2.21,2.84,4.15,2.51,2,2.24,3.4,3.65,1.51,2.64,0.99,0.94,2.13,2.27,2.81,1.86,0.7,0.33,1.13,0.35,0.85,1.29,2.53,0.67,1.43,2.55,1.29,0.87,2.29,1.37,0.78,0.28,4.24,2.53,1.52,1.31,1.96,0.7,0.69,0.44,2.85,0.57,1.87,0.66,0.26,0.2,0.08,0.06,0.28,0.25,0.06,0.01,0.09,0.07,0.46,0.02,0.29,0.26,0.06,0.25,0.02,0.02,0.13,0.09,0.02,0.02,0.1,0.14,0.02,0.03,0.01,0.05
60629,2.17,3.58,1.05,0.6,1.07,2.15,1.22,2.02,2.89,1.33,2.61,2.01,1.31,3.68,4.34,2.14,2.03,0.99,3.41,0.82,1.03,0.47,3.57,1.37,0.41,2.68,2.26,0.7,2.75,1.12,0.67,2.15,0.18,1.44,0.57,1.13,1.51,1.59,3.32,2.05,1.15,0.64,0.5,0.82,0.38,5.63,0.73,0.9,0.91,0.63,1.06,0.58,0.64,5.14,0.9,2.41,0.75,0.32,0.19,0.06,0.08,0.31,0.33,0.07,0.03,0.1,0.09,0.53,0.01,0.4,0.22,0.08,0.2,0.05,0.03,0.14,0.15,0.01,0.02,0.09,0.15,0.02,0.05,0.02,0.06
60630,1.7,3.11,0.93,0.52,0.85,2.07,1.21,1.81,2.32,0.72,3.39,2.42,1.16,4.64,5.6,1.44,1.61,0.45,4.68,0.3,0.31,0.17,4.53,0.63,0.2,3.89,2.57,0.24,0.95,1.63,0.97,0.94,0.07,1.58,0.19,0.73,0.79,1.33,4.71,2.41,1.51,0.32,0.27,0.93,0.6,7.48,0.3,0.64,0.35,0.26,1.34,0.35,0.81,7.16,0.95,2.95,0.86,0.24,0.26,0.05,0.05,0.28,0.36,0.06,0.04,0.08,0.08,0.39,0.02,0.23,0.18,0.07,0.13,0.04,0.02,0.11,0.1,0.01,0.02,0.11,0.1,0.01,0.02,0.01,0.1
60631,2.11,3.34,1.05,0.57,0.84,2.23,1.31,2.01,2.24,0.63,3.47,2.71,1.21,4.25,5.5,1.45,1.62,0.38,4.19,0.25,0.25,0.17,4.95,0.57,0.16,3.6,2.52,0.23,0.79,1.58,1.24,0.73,0.04,1.81,0.15,0.73,0.78,1.13,4.73,2.32,1.68,0.27,0.26,0.91,0.72,7.27,0.19,0.53,0.34,0.26,1.4,0.34,1.07,6.95,0.89,2.98,0.9,0.22,0.25,0.06,0.05,0.3,0.34,0.07,0.03,0.07,0.07,0.38,0.01,0.18,0.21,0.08,0.13,0.03,0.02,0.11,0.1,0.01,0.01,0.11,0.11,0.02,0.04,0.01,0.14
60632,2.05,3.33,0.96,0.57,0.9,2.22,1.26,2.09,3.13,1.19,2.7,2.08,1.26,3.85,4.75,1.74,1.95,0.87,3.96,0.48,0.55,0.3,3.82,1.29,0.29,3.1,2.38,0.42,2.37,1.38,0.7,2.2,0.14,1.51,0.35,0.97,1.42,1.68,3.44,2.33,1.31,0.41,0.35,0.88,0.42,6.53,0.46,0.81,0.8,0.34,1.06,0.5,0.63,5.89,0.83,2.53,0.76,0.3,0.18,0.06,0.07,0.32,0.29,0.07,0.03,0.1,0.11,0.5,0.01,0.39,0.19,0.08,0.17,0.06,0.01,0.09,0.12,0.01,0.02,0.1,0.14,0.02,0.03,0.01,0.06
60633,1.18,2.74,0.76,0.49,0.7,2.46,1.21,1.97,2.63,1.05,3.27,2.18,1.27,3.38,4.44,2.33,2.16,1.85,3.47,1.41,1.41,0.64,4.1,1.01,0.38,3.14,2.43,1.27,1.75,1.03,0.64,1.18,0.45,1.08,0.69,1.59,0.97,1.09,4.08,1.63,1.37,1.05,0.56,0.74,0.36,5.79,1.08,0.82,0.77,0.81,1.31,0.66,0.59,5.4,0.88,2.23,1.03,0.27,0.15,0.04,0.05,0.23,0.35,0.02,0.03,0.09,0.06,0.37,0.01,0.33,0.17,0.05,0.18,0.04,0.01,0.1,0.12,0.01,0,0.11,0.15,0,0.04,0.01,0.04
60634,1.71,3.16,0.95,0.48,0.84,1.97,1.18,1.79,2.4,0.73,3.19,2.39,1.2,4.27,5.23,1.43,1.52,0.57,4.32,0.33,0.36,0.24,4.48,0.82,0.25,3.64,2.68,0.26,1.21,1.7,1.1,1.17,0.1,2.04,0.2,0.74,0.95,1.66,4.48,2.75,1.42,0.3,0.32,0.99,0.65,6.99,0.33,0.83,0.41,0.34,1.3,0.42,1.06,6.38,0.99,2.79,0.87,0.24,0.24,0.05,0.05,0.32,0.29,0.06,0.03,0.07,0.06,0.38,0.01,0.25,0.18,0.06,0.12,0.04,0.02,0.11,0.1,0,0.02,0.1,0.11,0.01,0.02,0.02,0.12
60636,1.79,3.28,0.97,0.68,1.06,2.34,1.22,1.75,2.46,1.18,2.91,2.1,1.33,3.05,3.91,3.07,2.43,1.16,3.13,2.19,2.22,1.12,3.5,1.12,0.67,2.52,2.17,1.41,1.74,0.96,0.63,1.28,0.22,1.1,0.92,1.88,0.96,1.3,3.14,1.63,1.11,1.19,0.84,0.76,0.34,4.85,1.33,1.14,1.04,1.2,1,0.56,0.69,4.25,0.75,2.11,0.72,0.33,0.19,0.06,0.07,0.34,0.31,0.09,0.04,0.12,0.04,0.55,0.03,0.3,0.21,0.07,0.22,0.03,0.02,0.11,0.16,0.01,0.02,0.1,0.14,0.01,0.04,0.01,0.07
60637,1.77,3.27,0.93,0.57,0.93,2.31,1.18,1.87,2.35,0.95,2.97,2.35,1.32,3.94,5.41,3.59,2.29,0.93,3.25,1.42,1.45,0.68,4.08,0.74,0.42,2.71,2.7,1,0.95,0.69,0.46,0.7,0.13,0.88,0.55,2.08,0.55,0.88,4.17,1.4,1.39,0.9,0.59,0.74,0.3,6.74,1.1,0.82,0.63,0.92,1.09,0.41,0.37,6.11,0.62,2.68,0.79,0.26,0.19,0.06,0.05,0.28,0.28,0.06,0.03,0.09,0.07,0.42,0.02,0.19,0.2,0.08,0.16,0.04,0.01,0.1,0.12,0.01,0.01,0.09,0.12,0.01,0.02,0.01,0.06
60638,2.22,3.71,1.16,0.58,0.95,2.2,1.41,2.1,2.66,0.89,3.34,2.44,1.3,3.92,5.19,1.46,1.7,0.61,3.9,0.42,0.49,0.3,4.37,0.99,0.3,3.09,2.09,0.37,1.77,1.28,0.84,1.62,0.13,1.44,0.26,0.79,1.57,1.34,3.89,2.13,1.49,0.45,0.31,0.88,0.46,6.53,0.39,0.68,0.68,0.33,1.34,0.63,0.8,5.89,0.86,2.55,0.87,0.3,0.27,0.07,0.08,0.32,0.34,0.07,0.05,0.08,0.1,0.49,0.02,0.33,0.2,0.1,0.14,0.06,0.01,0.11,0.12,0.01,0.02,0.11,0.12,0.01,0.02,0.02,0.08
60639,1.91,3.37,1.03,0.59,0.89,2.1,1.27,1.83,2.66,1,2.57,2.06,1.35,3.69,4.43,1.52,1.78,0.74,4.53,0.58,0.57,0.3,3.91,1.08,0.36,3.55,2.28,0.43,1.61,1.62,0.77,1.52,0.14,1.87,0.31,0.87,1.09,2.17,3.69,2.74,1.26,0.44,0.48,0.94,0.39,7.54,0.51,1.1,0.59,0.43,1.09,0.37,0.83,5.36,0.97,2.56,0.8,0.26,0.21,0.06,0.07,0.32,0.3,0.06,0.03,0.08,0.08,0.47,0.01,0.34,0.24,0.08,0.16,0.05,0.02,0.13,0.13,0.02,0.03,0.13,0.14,0.01,0.03,0.01,0.08
